Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg),Way X (in),Way Y (in),Way Velocity (in/s),Way Orientation (deg),Way Turn Radius (in),Touch this Point
618.0349144,12.78310231,319.1501275,187.1977361,153.6384661,1.14E-42,,,,,,
619.0332485,12.78959522,319.6193404,188.0789344,153.8765989,9.84E-43,,,,,,
620.3021987,12.79783366,319.3783362,189.3247882,154.1792818,7.85E-43,,,,,,
621.3020946,12.80431393,319.861891,190.1999833,154.4177871,6.28E-43,,,,,,
622.3019904,12.8107842,320.3010998,191.0982524,154.6562923,4.71E-43,,,,,,
623.3018863,12.81724449,320.6948651,192.0173501,154.8947976,3.14E-43,,,,,,
624.3017821,12.82369485,321.0422025,192.9549792,155.1333029,1.57E-43,,,,,,
625.3016779,12.83013529,321.3422439,193.9087962,155.3718082,360,,,,,,
626.3015738,12.83656608,321.5942393,194.876417,155.5999683,360,,,,,,
627.3014696,12.84298744,321.7975589,195.855423,155.8281285,360,,,,,,
628.3013654,12.8493994,321.9516945,196.8433673,156.0562886,360,,,,,,
629.3012613,12.855802,322.0562609,197.8377805,156.2844487,360,,,,,,
630.3011571,12.86219525,322.1109966,198.836177,156.5126088,360,,,,,,
631.301053,12.86857919,322.1157649,199.8360615,156.740769,360,,,,,,
632.3009488,12.87495385,322.0705538,200.8349347,156.9689291,360,,,,,,
633.3008446,12.88131925,321.9754764,201.8302999,157.1970892,360,,,,,,
634.3007405,12.88767541,321.8307703,202.8196693,157.4252493,360,,,,,,
635.3006363,12.89402237,321.6367972,203.80057,157.6534095,360,,,,,,
636.3005321,12.90036016,321.3940419,204.7705502,157.8815696,360,,,,,,
637.300428,12.90668878,321.1031111,205.7271854,158.1097297,360,,,,,,
638.3003238,12.91300829,320.7647321,206.6680846,158.3378898,360,,,,,,
639.3002196,12.91931869,320.3797507,207.5908961,158.56605,360,,,,,,
640.3001155,12.92562002,319.949129,208.4933132,158.7942101,360,,,,,,
641.3000113,12.9319123,319.4739434,209.3730804,159.0223702,360,,,,,,
642.2999072,12.93819556,318.9553817,210.2279988,159.2505303,360,,,,,,
643.299803,12.94446983,318.3947399,211.0559314,159.4786905,360,,,,,,
644.2996988,12.95073512,317.7934193,211.8548089,159.7068506,360,,,,,,
645.2995947,12.95699148,317.1529231,212.6226346,159.9350107,360,,,,,,
646.2994905,12.96323891,316.474852,213.3574892,160.1631708,2.08E-61,,,,,,
647.2993863,12.96949145,315.7609009,214.0575359,159.6734174,2.05E-61,,,,,,
648.2992822,12.9757632,315.0128542,214.7210252,159.1836639,2.03E-61,,,,,,
649.299178,12.98205427,314.2325818,215.3462985,158.6939104,2.00E-61,,,,,,
650.2990738,12.98836479,313.422034,215.9317929,158.2041569,1.98E-61,,,,,,
651.2989697,12.99469488,312.5832365,216.4760452,157.7144034,1.95E-61,,,,,,
652.2988655,13.00104465,311.7182861,216.9776949,157.2246499,1.93E-61,,,,,,
653.2987614,13.00741424,310.8293445,217.4354881,156.7348965,1.90E-61,,,,,,
654.2986572,13.01380376,309.9186338,217.8482807,156.245143,1.88E-61,,,,,,
655.298553,13.02021333,308.9884303,218.2150408,155.7553895,1.85E-61,,,,,,
656.298553,13.02664377,308.028491,218.4952489,155.265585,1.82E-61,,,,,,
657.298553,13.03309452,307.0685517,218.775457,154.7757805,1.80E-61,,,,,,
658.298553,13.03956572,306.1086124,219.0556651,154.285976,1.77E-61,,,,,,
659.298553,13.04605749,305.1486731,219.3358731,153.7961715,1.75E-61,,,,,,
660.298553,13.05256998,304.1887338,219.6160812,153.306367,1.72E-61,,,,,,
661.298553,13.0591033,303.2287945,219.8962893,152.8165625,1.70E-61,,,,,,
662.298553,13.0656576,302.2688552,220.1764973,152.326758,1.67E-61,,,,,,
663.298553,13.072233,301.308916,220.4567054,151.8369535,1.65E-61,,,,,,
664.298553,13.07882966,300.3489767,220.7369135,151.347149,1.62E-61,,,,,,
665.298553,13.08544769,299.3890374,221.0171216,150.8573445,1.60E-61,,,,,,
666.298553,13.09208725,298.4290981,221.2973296,150.3675399,1.57E-61,,,,,,
667.298553,13.09874847,297.4691588,221.5775377,149.8777354,1.55E-61,,,,,,
668.298553,13.10543149,296.5092195,221.8577458,149.3879309,1.52E-61,,,,,,
669.298553,13.11213647,295.5492802,222.1379538,148.8981264,1.50E-61,,,,,,
670.298553,13.11886353,294.5893409,222.4181619,148.4083219,1.47E-61,,,,,,
671.298553,13.12561284,293.6294017,222.69837,147.9185174,1.44E-61,,,,,,
672.298553,13.13238453,292.6694624,222.978578,147.4287129,1.42E-61,,,,,,
673.298553,13.13917875,291.7095231,223.2587861,146.9389084,1.39E-61,,,,,,
674.298553,13.14599566,290.7495838,223.5389942,146.4491039,1.37E-61,,,,,,
675.298553,13.15283541,289.7896445,223.8192023,145.9592994,1.34E-61,,,,,,
676.298553,13.15969815,288.8297052,224.0994103,145.4694949,1.32E-61,,,,,,
677.298553,13.16658404,287.8697659,224.3796184,144.9796904,1.29E-61,,,,,,
678.298553,13.17349323,286.9098266,224.6598265,144.4898859,1.27E-61,,,,,,
679.298553,13.18042588,285.9498873,224.9400345,144.0000814,1.24E-61,,,,,,
680.298553,13.18738215,284.9899481,225.2202426,143.5102769,1.22E-61,,,,,,
681.298553,13.1943622,284.0300088,225.5004507,143.0204724,1.19E-61,,,,,,
682.298553,13.2013662,283.0700695,225.7806588,142.5306679,1.17E-61,,,,,,
683.298553,13.20839431,282.1101302,226.0608668,142.0408634,1.14E-61,,,,,,
684.298553,13.2154467,281.1501909,226.3410749,141.5510589,1.12E-61,,,,,,
685.298553,13.22252353,280.1902516,226.621283,141.0612544,1.09E-61,,,,,,
686.298553,13.22962498,279.2303123,226.901491,140.5714499,1.06E-61,,,,,,
687.298553,13.23675122,278.270373,227.1816991,140.0816454,1.04E-61,,,,,,
688.298553,13.24390241,277.3104338,227.4619072,139.5918409,1.01E-61,,,,,,
689.298553,13.25107874,276.3504945,227.7421152,139.1020364,9.89E-62,,,,,,
690.298553,13.25828039,275.3905552,228.0223233,138.6122319,9.63E-62,,,,,,
691.298553,13.26550753,274.4306159,228.3025314,138.1224274,9.38E-62,,,,,,
692.298553,13.27276034,273.4706766,228.5827395,137.6326229,9.12E-62,,,,,,
693.298553,13.28003901,272.5107373,228.8629475,137.1428184,8.87E-62,,,,,,
694.298553,13.28734373,271.550798,229.1431556,136.6530139,8.62E-62,,,,,,
695.298553,13.29467467,270.5908587,229.4233637,136.1632093,8.36E-62,,,,,,
696.298553,13.30203203,269.6309194,229.7035717,135.6734048,8.11E-62,,,,,,
697.298553,13.309416,268.6709802,229.9837798,135.1836003,7.86E-62,,,,,,
698.298553,13.31682677,267.7110409,230.2639879,134.6937958,7.60E-62,,,,,,
699.298553,13.32426454,266.7511016,230.544196,134.2039913,7.35E-62,,,,,,
700.298553,13.33172951,265.7911623,230.824404,133.7141868,7.10E-62,,,,,,
701.298553,13.33922187,264.831223,231.1046121,133.2243823,6.84E-62,,,,,,
702.298553,13.34674183,263.8712837,231.3848202,132.7345778,6.59E-62,,,,,,
703.298553,13.35428959,262.9113444,231.6650282,132.2447733,6.34E-62,,,,,,
704.298553,13.36186535,261.9514051,231.9452363,131.7549688,6.08E-62,,,,,,
705.298553,13.36946933,260.9914659,232.2254444,131.2651643,5.83E-62,,,,,,
706.298553,13.37710174,260.0315266,232.5056524,130.7753598,5.58E-62,,,,,,
707.298553,13.38476279,259.0715873,232.7858605,130.2855553,5.32E-62,,,,,,
708.298553,13.39245269,258.111648,233.0660686,129.7957508,5.07E-62,,,,,,
709.298553,13.40017166,257.1517087,233.3462767,129.3059463,4.82E-62,,,,,,
710.298553,13.40791994,256.1917694,233.6264847,128.8161418,4.56E-62,,,,,,
711.298553,13.41569773,255.2318301,233.9066928,128.3263373,4.31E-62,,,,,,
712.3006725,13.42352184,254.2803025,234.2210789,127.8354947,4.05E-62,,,,,,
713.3002559,13.43135613,253.2989568,234.4111517,127.3458942,3.80E-62,,,,,,
714.2998393,13.43922061,252.3035382,234.5023037,126.8562938,3.55E-62,,,,,,
715.2994227,13.4471155,251.3039925,234.4936244,126.3666933,3.29E-62,,,,,,
716.2990061,13.45504103,250.3103069,234.3852003,125.8770929,3.04E-62,,,,,,
717.2985894,13.46299745,249.3324098,234.1781149,125.3874924,2.79E-62,,,,,,
718.2981728,13.470985,248.3800723,233.8744372,124.897892,2.53E-62,,,,,,
719.2977562,13.47900392,247.4628096,233.4772016,124.4082916,2.28E-62,,,,,,
720.2977562,13.48705783,246.6520506,232.8918215,123.918487,2.03E-62,,,,,,
721.2977562,13.49514363,245.8412916,232.3064414,123.4286825,1.77E-62,,,,,,
722.2977562,13.50326158,245.0305327,231.7210613,122.938878,1.52E-62,,,,,,
723.2977562,13.51141194,244.2197737,231.1356812,122.4490735,1.27E-62,,,,,,
724.2977562,13.51959497,243.4090147,230.5503011,121.959269,1.01E-62,,,,,,
725.2977562,13.52781092,242.5982557,229.964921,121.4694645,7.60E-63,,,,,,
726.2977562,13.53606008,241.7874967,229.3795409,120.97966,5.07E-63,,,,,,
727.2977562,13.54434269,240.9767377,228.7941608,120.4898555,2.53E-63,,,,,,
728.2977562,13.55265905,240.1659787,228.2087807,120.000051,2.64E-67,,,,,,
729.2977562,13.56099238,239.3552197,227.6234006,120.0000491,2.54E-67,,,,,,
730.2977562,13.56932571,238.5444607,227.0380205,120.0000471,2.44E-67,,,,,,
731.2977562,13.57765904,237.7337017,226.4526405,120.0000451,2.34E-67,,,,,,
732.2977562,13.58599237,236.9229427,225.8672604,120.0000432,2.23E-67,,,,,,
733.2977562,13.5943257,236.1121837,225.2818803,120.0000412,2.13E-67,,,,,,
734.2977562,13.60265903,235.3014247,224.6965002,120.0000392,2.03E-67,,,,,,
735.2977562,13.61099236,234.4906657,224.1111201,120.0000373,1.93E-67,,,,,,
736.2977562,13.61932569,233.6799067,223.52574,120.0000353,1.83E-67,,,,,,
737.2977562,13.62765903,232.8691477,222.9403599,120.0000334,1.73E-67,,,,,,
738.2977562,13.63599236,232.0583888,222.3549798,120.0000314,1.62E-67,,,,,,
739.3170257,13.64448627,231.1874154,221.8255313,120.0000294,1.52E-67,,,,,,
740.3124025,13.65278107,230.6403658,220.9939595,120.0000274,1.42E-67,,,,,,
741.3077793,13.66107588,230.3955133,220.0291682,120.0000255,1.32E-67,,,,,,
742.3031561,13.66937068,230.4798128,219.0373675,120.0000235,1.22E-67,,,,,,
743.3031561,13.67770401,231.2349792,218.3818344,120.0000216,1.12E-67,,,,,,
744.3031561,13.68603735,231.9901456,217.7263012,120.0000196,1.02E-67,,,,,,
745.3031561,13.69437068,232.745312,217.0707681,120.0000177,9.14E-68,,,,,,
746.3031561,13.70270401,233.5004784,216.4152349,120.0000157,8.12E-68,,,,,,
747.3031561,13.71103734,234.2556448,215.7597018,120.0000137,7.11E-68,,,,,,
748.3031561,13.71937067,235.0108112,215.1041686,120.0000118,6.09E-68,,,,,,
749.3031561,13.72770401,235.7659776,214.4486355,120.0000098,5.08E-68,,,,,,
750.3031561,13.73603734,236.521144,213.7931023,120.0000078,4.06E-68,,,,,,
751.3031561,13.74437067,237.2763104,213.1375692,120.0000059,3.05E-68,,,,,,
752.3031561,13.75270401,238.0314768,212.482036,120.0000039,2.03E-68,,,,,,
753.3031561,13.76103734,238.7866432,211.8265028,120.000002,1.02E-68,,,,,,
754.3031561,13.76937067,239.5418096,211.1709697,120,1.77E-82,,,,,,
755.3031561,13.77775772,240.296976,210.5154365,118.4628413,1.73E-82,,,,,,
756.3031561,13.78625431,241.0521424,209.8599034,116.9256826,1.68E-82,,,,,,
757.3031561,13.79486334,241.8073087,209.2043702,115.3885238,1.63E-82,,,,,,
758.3031561,13.80358783,242.5624751,208.5488371,113.8513651,1.59E-82,,,,,,
759.3031561,13.81243091,243.3176415,207.8933039,112.3142064,1.54E-82,,,,,,
760.3031561,13.82139585,244.0728079,207.2377708,110.7770477,1.50E-82,,,,,,
761.3031561,13.83048606,244.8279743,206.5822376,109.239889,1.45E-82,,,,,,
762.3031561,13.83970509,245.5831407,205.9267045,107.7027302,1.41E-82,,,,,,
763.3031561,13.84905664,246.3383071,205.2711713,106.1655715,1.36E-82,,,,,,
764.3031561,13.85854457,247.0934735,204.6156382,104.6284128,1.32E-82,,,,,,
765.3031561,13.86817293,247.8486399,203.960105,103.0912541,1.27E-82,,,,,,
766.3031561,13.87794594,248.6038063,203.3045719,101.5540954,1.23E-82,,,,,,
767.3031561,13.887868,249.3589727,202.6490387,100.0169367,1.18E-82,,,,,,
768.3031561,13.89794373,250.1141391,201.9935056,98.47977793,1.14E-82,,,,,,
769.3031561,13.90817797,250.8693055,201.3379724,96.94261921,1.09E-82,,,,,,
770.3031561,13.91857579,251.6244719,200.6824393,95.4054605,1.04E-82,,,,,,
771.3031561,13.9291425,252.3796383,200.0269061,93.86830178,1.00E-82,,,,,,
772.3031561,13.93988367,253.1348047,199.371373,92.33114306,9.54E-83,,,,,,
773.3031561,13.95080516,253.8899711,198.7158398,90.79398434,9.09E-83,,,,,,
774.3031561,13.96191314,254.6451375,198.0603066,89.25682562,8.63E-83,,,,,,
775.3031561,13.97321407,255.4003039,197.4047735,87.7196669,8.18E-83,,,,,,
776.3031561,13.98471479,256.1554703,196.7492403,86.18250818,7.73E-83,,,,,,
777.3547034,13.9970317,256.3994074,195.7263785,84.56611311,7.25E-83,,,,,,
778.3500802,14.00890955,256.8380726,194.8328754,83.03606099,6.80E-83,,,,,,
779.345457,14.0210083,256.9602429,193.8450245,81.50600887,6.35E-83,,,,,,
780.3408338,14.03333632,256.752469,192.8715745,79.97595675,5.90E-83,,,,,,
781.3362106,14.04590248,256.2376239,192.0196886,78.44590463,5.44E-83,,,,,,
782.3362106,14.05877625,255.3169319,191.6293987,76.90874591,4.99E-83,,,,,,
783.3362106,14.07190992,254.3962399,191.2391088,75.37158719,4.54E-83,,,,,,
784.3362106,14.0853142,253.4755478,190.8488189,73.83442847,4.08E-83,,,,,,
785.3362106,14.09900049,252.5548558,190.458529,72.29726975,3.63E-83,,,,,,
786.3362106,14.11298089,251.6341638,190.0682391,70.76011103,3.18E-83,,,,,,
787.3362106,14.12726833,250.7134718,189.6779491,69.22295231,2.72E-83,,,,,,
788.3362106,14.14187661,249.7927798,189.2876592,67.6857936,2.27E-83,,,,,,
789.3362106,14.15682044,248.8720878,188.8973693,66.14863488,1.81E-83,,,,,,
790.3362106,14.17211563,247.9513958,188.5070794,64.61147616,1.36E-83,,,,,,
791.3362106,14.18777908,247.0307038,188.1167895,63.07431744,9.07E-84,,,,,,
792.3362106,14.20382896,246.1100117,187.7264996,61.53715872,4.54E-84,,,,,,
793.3362106,14.22028484,245.1893197,187.3362097,60,360,,,,,,
794.3362106,14.23701114,244.2686277,186.9459197,59.57212199,360,,,,,,
795.3362106,14.25385802,243.3479357,186.5556298,59.14424399,360,,,,,,
796.3362106,14.27082722,242.4272437,186.1653399,58.71636598,360,,,,,,
797.3362106,14.28792053,241.5065517,185.77505,58.28848797,360,,,,,,
798.3362106,14.30513977,240.5858597,185.3847601,57.86060996,360,,,,,,
799.3362106,14.32248683,239.6651677,184.9944702,57.43273196,360,,,,,,
800.3362106,14.3399636,238.7444756,184.6041802,57.00485395,360,,,,,,
801.3362106,14.35757205,237.8237836,184.2138903,56.57697594,360,,,,,,
802.3362106,14.37531418,236.9030916,183.8236004,56.14909794,360,,,,,,
803.3362106,14.39319202,235.9823996,183.4333105,55.72121993,360,,,,,,
804.3208021,14.41092903,235.3118571,182.7123436,55.29993485,360,,,,,,
805.3161789,14.42899821,234.6286527,181.9884605,54.87403501,360,,,,,,
806.3115557,14.44720818,234.2199048,181.0808812,54.44813517,360,,,,,,
807.3069325,14.46556115,234.1306107,180.0895177,54.02223533,360,,,,,,
808.3023093,14.48405939,234.3706005,179.1235054,53.59633549,360,,,,,,
809.3023093,14.50279216,235.2335445,178.6182059,53.16845748,360,,,,,,
810.3023093,14.52167629,236.0964886,178.1129064,52.74057947,360,,,,,,
811.3023093,14.54071424,236.9594326,177.6076069,52.31270147,360,,,,,,
812.3023093,14.55990856,237.8223766,177.1023073,51.88482346,360,,,,,,
813.3023093,14.57926182,238.6853207,176.5970078,51.45694545,360,,,,,,
814.3023093,14.59877668,239.5482647,176.0917083,51.02906745,360,,,,,,
815.3023093,14.61845585,240.4112087,175.5864088,50.60118944,360,,,,,,
816.3023093,14.63830214,241.2741528,175.0811093,50.17331143,360,,,,,,
817.3023093,14.65831841,242.1370968,174.5758098,49.74543342,360,,,,,,
818.3023093,14.67850758,243.0000408,174.0705103,49.31755542,360,,,,,,
819.3023093,14.69887268,243.8629849,173.5652108,48.88967741,360,,,,,,
820.3023093,14.7194168,244.7259289,173.0599113,48.4617994,360,,,,,,
821.3023093,14.74014311,245.588873,172.5546118,48.0339214,360,,,,,,
822.3815875,14.76276471,246.0189035,171.5647051,47.38619617,360,,,,,,
823.3769643,14.78390358,246.6409216,170.7876154,46.78882409,360,,,,,,
824.3723411,14.80531408,246.9744423,169.849778,46.19145201,360,,,,,,
825.3677179,14.82700326,246.9827495,168.8544359,45.59407994,360,,,,,,
826.3630947,14.8489785,246.6649288,167.9111623,44.99670786,360,,,,,,
827.3584715,14.87124742,246.0559679,167.1237987,44.39933578,360,,,,,,
828.3584715,14.89392354,245.0708695,166.951807,43.7991891,360,,,,,,
829.3584715,14.91691251,244.0857711,166.7798153,43.19904242,360,,,,,,
830.3584715,14.94022309,243.1006727,166.6078236,42.59889574,360,,,,,,
831.3584715,14.96386441,242.1155743,166.4358318,41.99874906,360,,,,,,
832.3584715,14.98784599,241.1304759,166.2638401,41.39860239,360,,,,,,
833.3584715,15.01217776,240.1453775,166.0918484,40.79845571,360,,,,,,
834.3584715,15.0368701,239.1602791,165.9198567,40.19830903,360,,,,,,
835.3584715,15.06193387,238.1751807,165.747865,39.59816235,360,,,,,,
836.3584715,15.0873804,237.1900823,165.5758733,38.99801567,360,,,,,,
837.3584715,15.11322157,236.2049839,165.4038816,38.39786899,360,,,,,,
838.3584715,15.1394698,235.2198855,165.2318899,37.79772231,360,,,,,,
839.3584715,15.16613814,234.2347871,165.0598982,37.19757563,360,,,,,,
840.3584715,15.19324025,233.2496887,164.8879064,36.59742895,360,,,,,,
841.4348871,15.22291448,232.3975864,164.230189,35.95142171,2.00E-102,,,,,,
842.4332213,15.25089464,231.465826,163.8717289,35.40871038,1.91E-102,,,,,,
843.4315554,15.27930697,230.6238538,163.335302,34.86599905,1.82E-102,,,,,,
844.4298896,15.30816503,229.9052365,162.6422938,34.32328772,1.73E-102,,,,,,
845.4282238,15.33748302,229.3386233,161.8203324,33.78057639,1.64E-102,,,,,,
846.4265579,15.36727584,228.9466031,160.9021868,33.23786507,1.55E-102,,,,,,
847.4248921,15.39755912,228.7448046,159.9244606,32.69515374,1.46E-102,,,,,,
848.4232263,15.42834929,228.7412728,158.9261327,32.15244241,1.37E-102,,,,,,
849.4215604,15.4596636,228.9361485,157.9470032,31.60973108,1.28E-102,,,,,,
850.4198946,15.4915202,229.3216627,157.026107,31.06701975,1.18E-102,,,,,,
851.4182288,15.52393821,229.8824462,156.2001572,30.52430842,1.09E-102,,,,,,
852.4182288,15.55699333,230.7300644,155.6695507,29.98069152,1.00E-102,,,,,,
853.4182288,15.5906533,231.5776827,155.1389441,29.43707461,9.11E-103,,,,,,
854.4182288,15.62494066,232.4253009,154.6083376,28.89345771,8.20E-103,,,,,,
855.4182288,15.65987925,233.2729192,154.0777311,28.34984081,7.29E-103,,,,,,
856.4182288,15.69549428,234.1205375,153.5471246,27.8062239,6.38E-103,,,,,,
857.4182288,15.73181246,234.9681557,153.016518,27.262607,5.47E-103,,,,,,
858.4182288,15.76886213,235.815774,152.4859115,26.7189901,4.56E-103,,,,,,
859.4182288,15.80667334,236.6633922,151.955305,26.17537319,3.65E-103,,,,,,
860.4182288,15.84527806,237.5110105,151.4246985,25.63175629,2.74E-103,,,,,,
861.4182288,15.88471032,238.3586288,150.8940919,25.08813938,1.82E-103,,,,,,
862.4182288,15.92500637,239.206247,150.3634854,24.54452248,9.13E-104,,,,,,
863.4182288,15.96620489,240.0538653,149.8328789,24.00090558,1.52E-106,,,,,,
864.4182288,16.00818773,240.9014835,149.3022723,23.63760676,1.47E-106,,,,,,
865.4182288,16.05082082,241.7491018,148.7716658,23.27430795,1.43E-106,,,,,,
866.4182288,16.09412463,242.5967201,148.2410593,22.91100914,1.38E-106,,,,,,
867.4182288,16.13812059,243.4443383,147.7104528,22.54771033,1.33E-106,,,,,,
868.4182288,16.18283119,244.2919566,147.1798462,22.18441152,1.29E-106,,,,,,
869.4182288,16.22828003,245.1395748,146.6492397,21.82111271,1.24E-106,,,,,,
870.4182288,16.27449189,245.9871931,146.1186332,21.4578139,1.20E-106,,,,,,
871.4182288,16.32149285,246.8348114,145.5880267,21.09451509,1.15E-106,,,,,,
872.4559656,16.37113105,247.5660254,144.8516683,20.71750654,1.10E-106,,,,,,
873.455549,16.4198059,248.4595395,144.4035617,20.35435909,1.06E-106,,,,,,
874.4551323,16.46935698,249.3933257,144.0468963,19.99121163,1.01E-106,,,,,,
875.4547157,16.51981643,250.3580541,143.7852359,19.62806418,9.65E-107,,,,,,
876.4542991,16.57121817,251.3440852,143.6211947,19.26491672,9.19E-107,,,,,,
877.4538825,16.62359805,252.3415671,143.556412,18.90176927,8.73E-107,,,,,,
878.4534659,16.67699404,253.3405333,143.591535,18.53862181,8.27E-107,,,,,,
879.4530493,16.73144634,254.3310023,143.7262126,18.17547436,7.81E-107,,,,,,
880.4526327,16.78699757,255.3030777,143.9590994,17.8123269,7.35E-107,,,,,,
881.452216,16.84369302,256.247047,144.2878683,17.44917945,6.89E-107,,,,,,
882.4517994,16.9015808,257.1534782,144.7092344,17.08603199,6.43E-107,,,,,,
883.4513828,16.96071215,258.0133146,145.2189875,16.72288454,5.97E-107,,,,,,
884.4513828,17.02116712,258.7277579,145.918681,16.35958573,5.51E-107,,,,,,
885.4513828,17.0829797,259.4422011,146.6183744,15.99628692,5.05E-107,,,,,,
886.4513828,17.14621226,260.1566443,147.3180678,15.63298811,4.60E-107,,,,,,
887.4513828,17.21093157,260.8710875,148.0177612,15.2696893,4.14E-107,,,,,,
888.4513828,17.27720924,261.5855307,148.7174547,14.90639048,3.68E-107,,,,,,
889.4513828,17.34512215,262.299974,149.4171481,14.54309167,3.22E-107,,,,,,
890.4513828,17.41475303,263.0144172,150.1168415,14.17979286,2.76E-107,,,,,,
891.4513828,17.48619108,263.7288604,150.8165349,13.81649405,2.30E-107,,,,,,
892.4513828,17.55953258,264.4433036,151.5162284,13.45319524,1.84E-107,,,,,,
893.4513828,17.63488176,265.1577468,152.2159218,13.08989643,1.38E-107,,,,,,
894.4513828,17.71235161,265.87219,152.9156152,12.72659762,9.19E-108,,,,,,
895.4513828,17.79206497,266.5866333,153.6153086,12.36329881,4.60E-108,,,,,,
896.4513828,17.87415566,267.3010765,154.3150021,12,5.49E-121,,,,,,
897.4513828,17.95748899,268.0155197,155.0146955,12,5.26E-121,,,,,,
898.4513828,18.04082233,268.7299629,155.7143889,12,5.02E-121,,,,,,
899.4513828,18.12415566,269.4444061,156.4140823,12,4.79E-121,,,,,,
900.4513828,18.20748899,270.1588494,157.1137757,12,4.55E-121,,,,,,
901.4513828,18.29082233,270.8732926,157.8134692,12,4.32E-121,,,,,,
902.4513828,18.37415566,271.5877358,158.5131626,12,4.09E-121,,,,,,
903.4513828,18.45748899,272.302179,159.212856,12,3.85E-121,,,,,,
904.4513828,18.54082233,273.0166222,159.9125494,12,3.62E-121,,,,,,
905.4513828,18.62415566,273.7310655,160.6122429,12,3.38E-121,,,,,,
906.4513828,18.70748899,274.4455087,161.3119363,12,3.15E-121,,,,,,
907.4513828,18.79082233,275.1599519,162.0116297,12,2.91E-121,,,,,,
908.4513828,18.87415566,275.8743951,162.7113231,12,2.68E-121,,,,,,
909.4513828,18.95748899,276.5888383,163.4110166,12,2.45E-121,,,,,,
910.4513828,19.04082233,277.3032816,164.11071,12,2.21E-121,,,,,,
911.4513828,19.12415566,278.0177248,164.8104034,12,1.98E-121,,,,,,
912.4513828,19.20748899,278.732168,165.5100968,12,1.74E-121,,,,,,
913.4513828,19.29082233,279.4466112,166.2097903,12,1.51E-121,,,,,,
914.4513828,19.37415566,280.1610544,166.9094837,12,1.27E-121,,,,,,
915.4513828,19.45748899,280.8754976,167.6091771,12,1.04E-121,,,,,,
916.4513828,19.54082233,281.5899409,168.3088705,12,8.06E-122,,,,,,
917.4513828,19.62415566,282.3043841,169.0085639,12,5.72E-122,,,,,,
918.4513828,19.70748899,283.0188273,169.7082574,12,3.37E-122,,,,,,
919.4513828,19.79082233,283.7332705,170.4079508,12,1.03E-122,,,,,,
920.4513828,19.87415566,284.4477137,171.1076442,12,360,,,,,,
920.8909192,19.91078369,284.86,171.26,12,360,,,,,,
